event_id,product_id,date,event_type,call_count,sms_count,data_count,direction,roaming,calling_msisdn,called_msisdn
3466,12,2022-03-05 18:19:48,call,49,0,0,outgoing,roaming,+55-31-31776735,+55-66-66433205
3467,74,2022-03-05 09:06:32,data,0,0,24,incoming,----------,+55-37-37303424,+55-33-33168141
3468,74,2022-03-03 21:46:22,call,44,0,0,outgoing,roaming,+55-18-18755020,+55-00-00413308
3469,74,2022-03-03 13:01:57,data,0,0,163,outgoing,----------,+55-15-15305171,+225-82-86421670
3470,74,2022-03-02 09:56:38,call,10,0,0,outgoing,----------,+55-42-42531805,+55-68-68320788
3471,74,2022-03-06 13:23:28,call,1,0,0,incoming,----------,+55-48-48630548,+55-51-51261271
3472,74,2022-03-07 00:29:08,sms,0,1,0,incoming,----------,+55-21-21818426,+55-26-26742240
3473,74,2022-03-01 17:35:02,sms,0,1,0,incoming,----------,+55-25-25002837,+55-67-67887750
3474,74,2022-03-07 01:23:39,call,23,0,0,outgoing,----------,+55-03-03580301,+55-21-21526776
3475,74,2022-03-07 03:39:21,sms,0,1,0,outgoing,----------,+55-28-28113582,+29-43-85261513
3476,256,2022-03-02 00:08:49,data,0,0,142,incoming,roaming,+294-68-39666462,+55-58-58027115
3477,256,2022-03-02 11:17:16,call,22,0,0,incoming,----------,+55-51-51553856,+55-40-40871140
3478,240,2022-03-03 07:26:50,data,0,0,108,incoming,----------,+55-60-60307744,+55-15-15312704
3479,169,2022-03-02 17:01:42,call,23,0,0,incoming,roaming,+55-84-84743422,+55-80-80266027
3480,169,2022-03-07 12:59:05,sms,0,1,0,outgoing,----------,+55-22-22351266,+55-18-18667171
3481,169,2022-03-02 19:59:43,sms,0,1,0,incoming,roaming,+55-81-81188285,+55-18-18247578
3482,169,2022-03-03 15:53:11,sms,0,1,0,incoming,----------,+55-68-68733001,+55-57-57244343
3483,169,2022-03-06 04:36:28,call,14,0,0,incoming,----------,+103-50-43070842,+55-12-12634068
3484,169,2022-03-01 17:32:41,call,40,0,0,incoming,----------,+55-08-08327853,+55-40-40502003
3485,169,2022-03-05 03:01:18,sms,0,1,0,outgoing,----------,+55-47-47682405,+55-66-66880314
3486,204,2022-03-06 15:33:33,call,23,0,0,outgoing,----------,+55-07-07753754,+55-57-57358055
3487,204,2022-03-04 15:25:49,call,10,0,0,outgoing,----------,+55-84-84373107,+55-87-87044625
3488,204,2022-03-04 19:23:30,data,0,0,181,incoming,----------,+55-54-54755716,+55-66-66386273
3489,46,2022-03-04 18:34:07,data,0,0,40,incoming,roaming,+55-62-62204235,+55-84-84123060
3490,46,2022-03-06 11:00:40,sms,0,1,0,incoming,----------,+55-11-11708748,+55-30-30670426
3491,46,2022-03-06 01:41:35,sms,0,1,0,outgoing,----------,+55-77-77422111,+55-68-68111456
3492,266,2022-03-01 15:38:43,call,10,0,0,outgoing,roaming,+55-61-61234568,+55-84-84573352
3493,266,2022-03-01 23:39:04,call,35,0,0,incoming,----------,+742-94-35259074,+55-10-10651267
3494,266,2022-03-06 05:35:14,call,6,0,0,outgoing,----------,+55-24-24162435,+55-85-85642732
3495,266,2022-03-07 21:37:15,sms,0,1,0,incoming,----------,+55-12-12814277,+55-35-35366807
3496,19,2022-03-05 11:07:51,data,0,0,85,incoming,roaming,+55-53-53147472,+55-81-81426883
3497,19,2022-03-02 13:14:27,call,25,0,0,incoming,roaming,+55-18-18536162,+55-87-87346834
3498,19,2022-03-03 04:24:52,call,18,0,0,incoming,----------,+55-05-05251521,+55-80-80757083
3499,19,2022-03-05 17:37:46,data,0,0,54,outgoing,----------,+55-50-50543052,+55-68-68765072
3500,276,2022-03-05 05:28:26,data,0,0,179,incoming,----------,+55-17-17257701,+55-56-56045852
3501,276,2022-03-01 06:32:54,data,0,0,144,outgoing,----------,+55-61-61666757,+55-23-23501241
3502,276,2022-03-02 05:54:48,sms,0,1,0,outgoing,----------,+55-17-17745046,+55-72-72407525
3503,276,2022-03-02 12:50:50,sms,0,1,0,outgoing,----------,+55-17-17335872,+55-44-44373810
3504,276,2022-03-03 09:26:38,sms,0,1,0,incoming,----------,+55-68-68540533,+55-17-17273687
3505,276,2022-03-04 12:39:26,data,0,0,127,outgoing,----------,+55-50-50132826,+55-51-51872048
3506,276,2022-03-07 10:57:06,sms,0,1,0,outgoing,----------,+55-03-03213116,+55-05-05775012
3507,118,2022-03-07 23:19:59,sms,0,1,0,incoming,----------,+55-13-13134333,+55-32-32128217
3508,118,2022-03-03 08:46:45,sms,0,1,0,outgoing,----------,+55-41-41406458,+55-56-56221537
3509,118,2022-03-07 04:33:17,call,37,0,0,incoming,----------,+55-01-01258358,+55-00-00481634
3510,118,2022-03-03 21:37:31,call,12,0,0,incoming,roaming,+55-44-44137314,+55-82-82456727
3511,178,2022-03-04 11:13:24,sms,0,1,0,incoming,----------,+55-01-01862757,+55-86-86862635
3512,178,2022-03-03 23:26:53,sms,0,1,0,incoming,----------,+55-81-81567355,+55-85-85074828
3513,178,2022-03-07 18:22:49,call,6,0,0,incoming,----------,+55-08-08165160,+55-63-63358254
3514,188,2022-03-01 03:45:30,sms,0,1,0,outgoing,----------,+55-34-34367305,+55-55-55016401
3515,188,2022-03-07 15:44:50,data,0,0,95,outgoing,----------,+55-62-62546783,+55-51-51261271
3516,188,2022-03-07 09:17:11,data,0,0,63,outgoing,----------,+55-57-57453446,+30-20-17585782
3517,188,2022-03-04 16:55:33,data,0,0,169,incoming,----------,+55-33-33168141,+55-07-07344085
3518,188,2022-03-06 15:40:13,data,0,0,42,incoming,----------,+55-30-30771441,+55-30-30786815
3519,188,2022-03-01 11:38:54,data,0,0,103,incoming,----------,+55-65-65682741,+55-08-08520055
3520,192,2022-03-05 13:18:09,call,24,0,0,outgoing,roaming,+55-72-72371105,+55-67-67130461
3521,192,2022-03-05 22:26:57,sms,0,1,0,outgoing,----------,+55-38-38184211,+55-02-02218027
3522,192,2022-03-04 02:51:39,call,37,0,0,outgoing,roaming,+55-14-14730356,+55-75-75184376
3523,192,2022-03-02 12:26:53,sms,0,1,0,outgoing,----------,+55-37-37216088,+55-74-74877167
3524,192,2022-03-07 05:45:41,sms,0,1,0,incoming,----------,+55-08-08252832,+55-02-02084578
3525,192,2022-03-05 01:40:19,call,14,0,0,incoming,----------,+55-25-25532620,+55-62-62746082
3526,192,2022-03-02 04:48:39,data,0,0,87,outgoing,----------,+55-10-10406870,+55-21-21851240
3527,192,2022-03-04 10:47:09,call,21,0,0,incoming,----------,+55-73-73677748,+55-71-71701034
3528,192,2022-03-04 04:31:43,call,30,0,0,outgoing,----------,+55-10-10510188,+55-25-25337753
3529,144,2022-03-01 00:17:58,sms,0,1,0,outgoing,----------,+55-43-43248535,+55-28-28022583
3530,144,2022-03-03 19:25:57,call,32,0,0,outgoing,----------,+55-57-57432165,+55-77-77228571
3531,144,2022-03-07 07:24:29,sms,0,1,0,incoming,----------,+55-61-61778330,+55-01-01862757
3532,144,2022-03-02 12:30:13,sms,0,1,0,outgoing,roaming,+55-28-28422764,+55-53-53732548
3533,144,2022-03-05 07:23:50,data,0,0,148,outgoing,----------,+55-17-17645427,+55-03-03580301
3534,144,2022-03-05 16:37:33,sms,0,1,0,outgoing,----------,+55-54-54640402,+984-75-59966929
3535,217,2022-03-02 15:38:56,data,0,0,95,outgoing,----------,+55-42-42682671,+55-25-25841864
3536,217,2022-03-03 01:04:24,data,0,0,28,outgoing,roaming,+55-17-17800866,+55-18-18178520
3537,217,2022-03-02 08:35:02,data,0,0,142,outgoing,----------,+55-38-38587256,+55-03-03316605
3538,217,2022-03-01 23:24:56,call,4,0,0,incoming,----------,+55-17-17322108,+55-70-70538123
3539,217,2022-03-02 18:27:59,call,37,0,0,outgoing,----------,+55-86-86307583,+55-72-72510225
3540,217,2022-03-02 08:38:56,sms,0,1,0,incoming,----------,+55-42-42525754,+55-48-48210502
3541,217,2022-03-07 06:32:05,data,0,0,17,outgoing,roaming,+55-27-27537311,+55-83-83348767
3542,217,2022-03-05 20:20:46,sms,0,1,0,incoming,----------,+55-03-03247656,+55-13-13520211
3543,217,2022-03-06 21:36:36,sms,0,1,0,incoming,----------,+55-22-22351361,+55-21-21851240
3544,217,2022-03-03 23:15:37,call,14,0,0,incoming,----------,+55-44-44110046,+55-06-06028178
3545,217,2022-03-03 22:18:32,data,0,0,183,incoming,----------,+55-67-67388362,+55-38-38758450
3546,146,2022-03-05 18:32:05,call,2,0,0,incoming,----------,+55-14-14730356,+55-08-08128642
3547,146,2022-03-04 09:04:06,sms,0,1,0,outgoing,roaming,+55-57-57345512,+283-59-28268524
3548,146,2022-03-05 01:53:25,sms,0,1,0,outgoing,----------,+55-44-44751381,+55-24-24208482
3549,146,2022-03-04 17:49:09,sms,0,1,0,outgoing,----------,+55-71-71170378,+55-77-77504286
3550,146,2022-03-03 04:24:23,data,0,0,12,incoming,----------,+55-33-33534881,+55-70-70306348
3551,23,2022-03-03 17:54:38,sms,0,1,0,outgoing,----------,+55-48-48210502,+55-65-65664483
3552,23,2022-03-02 06:26:18,sms,0,1,0,incoming,----------,+55-34-34367305,+55-60-60452542
3553,278,2022-03-06 17:48:49,sms,0,1,0,incoming,----------,+55-42-42201050,+55-70-70154858
3554,183,2022-03-06 00:36:18,sms,0,1,0,incoming,----------,+55-32-32253082,+55-66-66757402
3555,183,2022-03-02 03:39:02,sms,0,1,0,outgoing,----------,+55-32-32048363,+55-46-46450408
3556,183,2022-03-05 19:41:34,data,0,0,180,outgoing,----------,+55-22-22380306,+55-15-15752216
3557,183,2022-03-03 04:45:28,call,12,0,0,incoming,----------,+55-83-83057717,+55-60-60821081
3558,183,2022-03-02 12:25:49,call,4,0,0,incoming,----------,+55-66-66412756,+55-34-34832825
3559,183,2022-03-04 14:18:39,sms,0,1,0,outgoing,----------,+55-77-77005751,+55-86-86503625
3560,183,2022-03-02 18:10:53,data,0,0,68,outgoing,----------,+55-57-57002837,+55-74-74617204
3561,183,2022-03-07 06:08:20,sms,0,1,0,outgoing,----------,+55-88-88356011,+55-01-01862757
3562,66,2022-03-02 09:26:54,data,0,0,58,incoming,roaming,+55-31-31308102,+55-62-62027321
3563,66,2022-03-02 19:02:38,sms,0,1,0,outgoing,----------,+55-73-73800856,+752-70-26435208
3564,66,2022-03-03 10:47:45,data,0,0,149,incoming,----------,+55-80-80266027,+55-03-03247656
3565,66,2022-03-04 08:38:33,call,47,0,0,incoming,----------,+55-85-85688847,+55-57-57531466
3566,66,2022-03-07 00:55:56,data,0,0,40,incoming,----------,+897-46-46819840,+55-45-45876708
3567,66,2022-03-03 04:45:18,call,1,0,0,outgoing,----------,+55-28-28422764,+126-95-88475169
3568,66,2022-03-04 16:41:40,sms,0,1,0,outgoing,----------,+55-24-24316101,+55-07-07102016
3569,66,2022-03-05 14:06:46,sms,0,1,0,incoming,----------,+55-17-17716554,+55-54-54078628
3570,96,2022-03-04 20:52:07,data,0,0,49,incoming,----------,+55-08-08327853,+55-23-23888115
3571,96,2022-03-04 17:12:57,sms,0,1,0,incoming,----------,+55-52-52686183,+55-87-87572867
3572,189,2022-03-01 05:11:13,call,19,0,0,outgoing,roaming,+55-58-58484332,+558-80-29348898
3573,189,2022-03-06 12:11:20,call,12,0,0,incoming,----------,+55-32-32824808,+55-47-47641345
3574,189,2022-03-04 17:42:33,sms,0,1,0,incoming,----------,+55-52-52117774,+55-66-66244144
3575,189,2022-03-05 15:08:35,call,30,0,0,outgoing,----------,+55-27-27000856,+55-04-04753056
3576,189,2022-03-03 07:23:17,call,1,0,0,incoming,----------,+55-14-14477281,+55-78-78201551
3577,67,2022-03-02 10:35:07,sms,0,1,0,incoming,----------,+55-84-84470862,+55-73-73554455
3578,67,2022-03-01 03:26:20,data,0,0,180,incoming,----------,+55-71-71014421,+55-77-77177044
3579,165,2022-03-04 14:25:25,data,0,0,160,incoming,----------,+55-61-61855416,+55-33-33028220
3580,114,2022-03-06 12:54:38,call,27,0,0,incoming,----------,+55-32-32752333,+55-48-48034016
3581,114,2022-03-06 12:56:25,sms,0,1,0,outgoing,----------,+55-87-87572867,+55-60-60876113
3582,114,2022-03-05 00:40:48,sms,0,1,0,outgoing,----------,+55-17-17745046,+55-12-12243077
3583,114,2022-03-07 00:35:47,sms,0,1,0,outgoing,----------,+55-53-53185843,+55-35-35311758
3584,106,2022-03-04 22:19:19,data,0,0,138,outgoing,----------,+55-54-54705070,+55-12-12243077
3585,106,2022-03-06 00:32:42,call,31,0,0,incoming,----------,+55-44-44488586,+55-17-17514111
3586,106,2022-03-03 12:56:00,data,0,0,163,incoming,----------,+55-48-48250840,+55-00-00058865
3587,166,2022-03-05 12:24:56,call,2,0,0,outgoing,----------,+55-38-38277411,+55-07-07288630
3588,166,2022-03-06 07:46:41,data,0,0,108,outgoing,----------,+55-66-66433205,+933-33-93530551
3589,166,2022-03-05 14:56:55,sms,0,1,0,outgoing,----------,+55-05-05775012,+55-87-87782381
3590,166,2022-03-07 23:41:51,sms,0,1,0,incoming,----------,+55-50-50653625,+55-03-03083070
3591,166,2022-03-05 17:02:25,data,0,0,20,outgoing,----------,+55-06-06272470,+55-58-58484332
3592,166,2022-03-04 10:33:54,data,0,0,64,incoming,----------,+707-33-90608480,+55-83-83516815
3593,228,2022-03-01 03:25:50,call,28,0,0,outgoing,----------,+55-37-37783450,+55-28-28101343
3594,228,2022-03-03 07:50:38,sms,0,1,0,outgoing,----------,+55-43-43115082,+55-45-45635800
3595,228,2022-03-01 12:55:15,data,0,0,41,incoming,----------,+55-75-75815480,+55-84-84470862
3596,228,2022-03-07 13:26:03,data,0,0,55,incoming,----------,+55-48-48250840,+55-73-73677748
3597,228,2022-03-03 12:31:51,call,4,0,0,incoming,roaming,+633-22-83552902,+55-42-42847311
3598,228,2022-03-05 23:50:45,data,0,0,123,incoming,----------,+55-65-65300441,+55-00-00421161
3599,228,2022-03-05 14:11:50,data,0,0,56,incoming,----------,+55-61-61702844,+55-35-35754885
3600,228,2022-03-04 17:20:51,call,29,0,0,outgoing,----------,+55-73-73741404,+55-36-36822512
3601,184,2022-03-03 22:15:07,data,0,0,15,outgoing,----------,+55-31-31308102,+55-11-11302764
3602,184,2022-03-06 07:05:54,call,11,0,0,incoming,----------,+55-10-10625311,+55-28-28211620
3603,184,2022-03-06 04:56:37,data,0,0,32,incoming,----------,+55-88-88202077,+55-32-32253082
3604,184,2022-03-02 23:22:59,call,13,0,0,outgoing,----------,+55-86-86862635,+55-47-47641345
3605,247,2022-03-06 17:07:25,data,0,0,88,incoming,----------,+55-78-78122421,+55-22-22442640
3606,247,2022-03-02 20:28:09,sms,0,1,0,incoming,----------,+55-62-62382018,+55-11-11648874
3607,247,2022-03-06 03:21:29,call,8,0,0,incoming,----------,+55-07-07028087,+55-27-27537311
3608,247,2022-03-04 02:21:55,call,43,0,0,incoming,----------,+55-08-08128642,+55-70-70538123
3609,247,2022-03-07 21:39:29,sms,0,1,0,incoming,----------,+55-48-48332081,+55-10-10510188
3610,247,2022-03-07 04:59:05,call,5,0,0,incoming,----------,+55-45-45507365,+55-03-03247656
3611,247,2022-03-02 14:40:35,data,0,0,92,outgoing,----------,+55-81-81135100,+55-58-58500612
3612,27,2022-03-07 15:27:45,call,32,0,0,outgoing,----------,+55-57-57531466,+55-28-28022583
3613,27,2022-03-06 06:46:14,data,0,0,183,incoming,----------,+55-21-21371210,+55-55-55116684
3614,27,2022-03-04 22:50:15,sms,0,1,0,outgoing,roaming,+55-33-33534881,+55-88-88402754
3615,155,2022-03-03 04:36:58,sms,0,1,0,incoming,----------,+55-08-08456640,+55-84-84470862
3616,155,2022-03-06 11:35:15,sms,0,1,0,incoming,----------,+55-64-64817753,+55-64-64228434
3617,155,2022-03-07 03:07:27,sms,0,1,0,incoming,----------,+205-36-57888077,+55-45-45876708
3618,155,2022-03-01 17:21:53,sms,0,1,0,incoming,----------,+55-50-50735003,+55-74-74503703
3619,155,2022-03-04 20:34:09,call,40,0,0,outgoing,----------,+55-56-56044787,+240-78-81936940
3620,155,2022-03-04 00:52:20,call,36,0,0,outgoing,----------,+55-26-26644543,+55-45-45407416
3621,155,2022-03-02 07:12:33,call,4,0,0,incoming,----------,+55-35-35411528,+55-73-73763265
3622,155,2022-03-06 06:34:23,data,0,0,87,outgoing,----------,+55-86-86761881,+55-16-16110743
3623,155,2022-03-02 03:51:39,sms,0,1,0,incoming,roaming,+55-07-07255084,+55-36-36672042
3624,41,2022-03-05 16:27:48,sms,0,1,0,outgoing,----------,+55-12-12518753,+55-50-50271510
3625,214,2022-03-02 03:36:18,sms,0,1,0,outgoing,roaming,+55-50-50235375,+55-63-63873141
3626,214,2022-03-04 16:30:26,call,10,0,0,outgoing,----------,+55-73-73800856,+55-11-11648874
3627,214,2022-03-06 11:44:28,call,9,0,0,incoming,----------,+55-71-71178856,+55-03-03245558
3628,214,2022-03-05 00:05:42,sms,0,1,0,outgoing,----------,+55-12-12860475,+55-24-24324205
3629,258,2022-03-06 17:21:52,data,0,0,112,incoming,----------,+55-17-17746100,+55-84-84648746
3630,258,2022-03-04 05:02:50,call,41,0,0,incoming,----------,+55-07-07835438,+55-77-77061022
3631,258,2022-03-07 03:09:46,data,0,0,24,outgoing,----------,+55-84-84841374,+55-50-50318485
3632,258,2022-03-02 06:05:40,call,23,0,0,outgoing,roaming,+55-72-72714450,+55-31-31351600
3633,106,2022-03-04 05:45:16,data,0,0,163,incoming,----------,+55-63-63460330,+55-80-80512066
3634,106,2022-03-03 05:42:12,sms,0,1,0,outgoing,----------,+55-06-06573348,+55-37-37783450
3635,106,2022-03-06 08:08:21,sms,0,1,0,outgoing,----------,+55-11-11302764,+55-82-82786810
3636,106,2022-03-07 09:36:44,call,15,0,0,outgoing,----------,+55-45-45876708,+178-89-98738806
3637,106,2022-03-02 13:30:07,call,18,0,0,outgoing,----------,+55-12-12232333,+55-62-62118121
3638,106,2022-03-04 09:44:32,sms,0,1,0,outgoing,----------,+55-32-32687284,+55-28-28474058
3639,106,2022-03-07 03:28:03,sms,0,1,0,outgoing,----------,+55-56-56557423,+55-85-85280134
3640,181,2022-03-04 16:20:29,call,20,0,0,incoming,----------,+55-43-43524714,+55-31-31031103
3641,181,2022-03-06 18:10:05,data,0,0,137,outgoing,----------,+55-38-38285842,+55-55-55016401
3642,181,2022-03-01 09:27:12,call,32,0,0,incoming,----------,+55-17-17764105,+55-43-43164853
3643,181,2022-03-05 22:27:26,data,0,0,194,outgoing,----------,+55-88-88202077,+55-00-00811310
3644,181,2022-03-02 14:54:58,sms,0,1,0,incoming,----------,+55-40-40031167,+55-08-08327853
3645,174,2022-03-02 08:43:30,sms,0,1,0,incoming,----------,+55-07-07324005,+55-63-63358254
3646,174,2022-03-07 22:58:36,sms,0,1,0,incoming,----------,+55-77-77177044,+55-40-40502003
3647,120,2022-03-03 20:06:00,data,0,0,78,outgoing,----------,+55-36-36054561,+55-80-80517538
3648,120,2022-03-05 10:30:47,call,26,0,0,incoming,----------,+642-18-43972029,+55-37-37686355
3649,120,2022-03-04 12:43:01,data,0,0,80,outgoing,----------,+55-01-01208623,+55-37-37523653
3650,182,2022-03-02 05:11:15,data,0,0,173,incoming,----------,+55-31-31776735,+55-58-58484332
3651,182,2022-03-05 05:04:53,sms,0,1,0,incoming,----------,+55-51-51708276,+55-84-84783848
3652,182,2022-03-04 11:36:49,sms,0,1,0,incoming,----------,+55-74-74805222,+55-24-24344642
3653,182,2022-03-02 01:53:58,data,0,0,187,outgoing,----------,+55-63-63262831,+55-27-27508544
3654,182,2022-03-07 18:41:07,sms,0,1,0,outgoing,----------,+55-36-36718617,+55-85-85735735
3655,182,2022-03-06 17:33:05,data,0,0,37,outgoing,----------,+55-47-47641345,+55-54-54656764
3656,71,2022-03-05 06:52:31,data,0,0,54,outgoing,----------,+55-20-20225233,+55-48-48034016
3657,71,2022-03-01 03:06:01,sms,0,1,0,outgoing,----------,+55-22-22457454,+55-53-53435628
3658,71,2022-03-03 20:49:52,data,0,0,51,incoming,----------,+55-16-16042573,+55-17-17140655
3659,71,2022-03-03 15:36:09,sms,0,1,0,outgoing,----------,+55-53-53687870,+55-53-53272784
3660,71,2022-03-03 01:45:44,sms,0,1,0,incoming,----------,+55-14-14138536,+55-64-64330457
3661,71,2022-03-07 14:17:56,data,0,0,62,incoming,----------,+55-05-05775012,+55-38-38587256
3662,71,2022-03-02 01:59:03,sms,0,1,0,outgoing,----------,+55-30-30670426,+55-58-58372364
3663,230,2022-03-05 01:06:30,call,38,0,0,outgoing,----------,+55-76-76406042,+55-18-18040808
3664,230,2022-03-01 21:29:23,data,0,0,24,incoming,----------,+55-37-37365873,+55-06-06573348
3665,230,2022-03-02 19:39:50,data,0,0,52,incoming,roaming,+55-10-10406870,+55-53-53346557
3666,230,2022-03-04 08:19:04,call,26,0,0,incoming,----------,+55-58-58485565,+55-32-32824808
3667,230,2022-03-04 12:19:49,sms,0,1,0,outgoing,----------,+55-62-62788307,+55-62-62501467
3668,230,2022-03-01 14:34:59,sms,0,1,0,outgoing,roaming,+55-34-34314050,+55-20-20402146
3669,230,2022-03-01 08:24:23,data,0,0,19,outgoing,----------,+55-58-58484332,+55-04-04753056
3670,230,2022-03-02 15:24:26,data,0,0,105,incoming,----------,+55-58-58484332,+55-42-42682671
3671,230,2022-03-06 16:59:33,sms,0,1,0,incoming,----------,+55-14-14138536,+55-58-58276522
3672,19,2022-03-06 11:26:16,sms,0,1,0,outgoing,----------,+55-37-37303424,+55-13-13005553
3673,19,2022-03-03 09:38:33,call,14,0,0,incoming,----------,+55-12-12731074,+55-17-17140655
3674,19,2022-03-01 05:20:30,sms,0,1,0,incoming,roaming,+55-64-64681118,+55-43-43722420
3675,183,2022-03-07 10:33:16,data,0,0,97,incoming,----------,+55-14-14730356,+55-12-12504517
3676,183,2022-03-03 15:24:53,data,0,0,191,outgoing,----------,+55-28-28022583,+55-44-44488586
3677,183,2022-03-06 15:59:41,sms,0,1,0,incoming,----------,+55-73-73212563,+55-42-42651332
3678,183,2022-03-02 20:01:30,data,0,0,16,outgoing,----------,+55-30-30438675,+55-81-81446436
3679,183,2022-03-06 14:56:14,data,0,0,41,incoming,----------,+55-57-57542770,+55-20-20578778
3680,183,2022-03-05 23:40:11,sms,0,1,0,outgoing,----------,+55-45-45177477,+55-50-50167066
3681,183,2022-03-06 18:00:06,sms,0,1,0,incoming,----------,+55-30-30771441,+55-05-05775012
3682,61,2022-03-07 14:14:32,data,0,0,49,incoming,----------,+55-38-38236884,+55-73-73036410
3683,143,2022-03-04 09:45:41,data,0,0,25,incoming,----------,+55-53-53535570,+55-47-47537320
3684,143,2022-03-03 09:52:33,sms,0,1,0,incoming,----------,+55-76-76046475,+55-68-68111456
3685,143,2022-03-04 15:17:26,data,0,0,186,outgoing,----------,+55-33-33751327,+55-56-56730007
3686,143,2022-03-01 14:04:47,sms,0,1,0,outgoing,----------,+55-72-72510225,+55-58-58721473
3687,143,2022-03-02 10:21:09,call,41,0,0,incoming,roaming,+55-44-44502117,+55-32-32524346
3688,143,2022-03-02 10:28:42,call,33,0,0,outgoing,----------,+55-25-25614062,+55-67-67388362
3689,21,2022-03-06 17:59:10,sms,0,1,0,outgoing,----------,+55-15-15104275,+55-11-11112587
3690,21,2022-03-04 16:09:53,call,22,0,0,outgoing,----------,+55-41-41406458,+55-81-81480760
3691,21,2022-03-06 14:32:07,sms,0,1,0,outgoing,----------,+55-67-67887750,+55-25-25530225
3692,21,2022-03-01 09:15:13,call,48,0,0,incoming,----------,+55-41-41406458,+55-17-17322108
3693,21,2022-03-01 02:29:39,data,0,0,162,outgoing,----------,+55-27-27056260,+55-57-57432165
3694,32,2022-03-03 06:09:44,sms,0,1,0,incoming,----------,+55-62-62546783,+55-51-51278561
3695,32,2022-03-06 18:35:08,sms,0,1,0,outgoing,----------,+55-57-57633770,+55-83-83348767
3696,32,2022-03-05 12:42:02,data,0,0,81,outgoing,----------,+55-82-82456727,+55-48-48332081
3697,32,2022-03-07 01:59:22,sms,0,1,0,outgoing,----------,+55-38-38184211,+55-56-56530203
3698,32,2022-03-04 21:36:41,data,0,0,21,outgoing,----------,+55-38-38758450,+55-17-17716554
3699,32,2022-03-06 05:10:37,call,16,0,0,outgoing,----------,+55-37-37365873,+55-17-17561145
3700,3,2022-03-07 23:36:21,data,0,0,181,outgoing,----------,+55-03-03751841,+873-49-38286231
3701,3,2022-03-07 23:25:42,call,32,0,0,incoming,----------,+55-77-77533548,+55-17-17257701
3702,47,2022-03-05 19:10:02,call,23,0,0,incoming,----------,+55-35-35576405,+55-36-36760142
3703,102,2022-03-02 08:12:39,call,3,0,0,outgoing,----------,+55-57-57531466,+55-10-10765403
3704,105,2022-03-06 03:28:04,call,13,0,0,incoming,----------,+55-84-84511570,+55-35-35754885
3705,105,2022-03-05 01:11:44,call,15,0,0,outgoing,----------,+55-35-35242275,+772-52-71594746
3706,105,2022-03-06 00:17:00,data,0,0,30,incoming,----------,+55-26-26144325,+55-28-28387082
3707,105,2022-03-07 09:30:12,call,40,0,0,outgoing,----------,+55-84-84440078,+55-48-48547473
3708,194,2022-03-02 02:09:35,call,8,0,0,incoming,----------,+55-06-06573348,+55-21-21470350
3709,194,2022-03-06 14:01:50,data,0,0,107,incoming,----------,+55-15-15484105,+55-62-62273757
3710,194,2022-03-06 01:28:14,sms,0,1,0,outgoing,----------,+55-05-05570870,+55-57-57026023
3711,194,2022-03-05 08:38:25,data,0,0,192,outgoing,----------,+55-05-05042144,+691-78-85999540
3712,194,2022-03-07 21:33:48,call,35,0,0,outgoing,----------,+55-87-87044625,+55-27-27508544
3713,194,2022-03-05 20:17:50,call,37,0,0,incoming,----------,+55-74-74430560,+55-17-17663653
3714,25,2022-03-03 11:01:49,call,49,0,0,outgoing,----------,+55-66-66272681,+55-26-26576858
3715,25,2022-03-03 06:45:02,sms,0,1,0,incoming,----------,+55-23-23701136,+55-74-74503703
3716,25,2022-03-02 01:29:35,sms,0,1,0,outgoing,----------,+55-57-57244343,+55-85-85038074
3717,25,2022-03-05 05:26:14,sms,0,1,0,incoming,----------,+55-74-74213830,+55-17-17627257
3718,25,2022-03-06 12:00:38,data,0,0,151,incoming,----------,+55-35-35366807,+55-72-72106125
3719,25,2022-03-04 07:18:03,sms,0,1,0,incoming,----------,+55-78-78117236,+55-33-33751327
3720,25,2022-03-06 15:31:06,sms,0,1,0,outgoing,----------,+55-03-03083070,+55-66-66823183
3721,25,2022-03-01 20:34:55,sms,0,1,0,incoming,----------,+55-73-73212563,+55-14-14085807
3722,9,2022-03-05 03:46:00,sms,0,1,0,incoming,----------,+55-66-66823183,+55-78-78122421
3723,9,2022-03-07 14:36:37,data,0,0,44,outgoing,----------,+55-67-67130461,+55-43-43071265
3724,9,2022-03-01 06:31:54,data,0,0,188,outgoing,----------,+55-21-21785403,+55-23-23888115
3725,9,2022-03-01 20:28:25,sms,0,1,0,incoming,roaming,+55-18-18536162,+55-07-07028087
3726,9,2022-03-06 23:39:51,data,0,0,82,incoming,roaming,+55-48-48547473,+55-14-14652382
3727,9,2022-03-05 01:43:19,data,0,0,30,outgoing,----------,+55-66-66151736,+55-55-55265756
3728,9,2022-03-05 22:24:41,data,0,0,102,incoming,----------,+55-04-04314372,+55-16-16042573
3729,9,2022-03-07 23:36:37,call,7,0,0,incoming,----------,+383-79-23305241,+55-15-15718166
3730,198,2022-03-03 05:38:10,call,5,0,0,incoming,----------,+55-14-14730356,+55-01-01208623
3731,198,2022-03-03 01:05:18,data,0,0,43,outgoing,----------,+55-43-43371050,+55-54-54140614
3732,198,2022-03-07 05:15:58,call,15,0,0,outgoing,----------,+55-17-17764105,+55-85-85143036
3733,198,2022-03-02 01:51:47,sms,0,1,0,incoming,----------,+55-64-64643175,+55-58-58143107
